,modeltype,target,train_size,trues,preds,model_params,accuracy,f1_micro,f1_macro,kappa,seed
10,RandomForestClassifier,['mp_bin'],100,"[0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1
 0 0 1 0 0 0 1 1 1 0 0 0 0]","[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1
 0 1 1 0 0 0 1 1 1 0 0 0 0]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 11, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 208, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.84,0.8399999999999999,0.82174688057041,0.6491228070175439,2
11,RandomForestClassifier,['mp_bin'],150,"[0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0
 0 0 0 0 0 1 1 1 0 0 1 0 0]","[0 0 0 0 1 0 0 0 1 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0
 0 0 0 0 0 1 1 1 0 0 1 0 0]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 134, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.84,0.8399999999999999,0.830220713073005,0.6604414261460101,2
12,XGBClassifier,['mp_bin'],25,"[1 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0
 0 1 1 1 0 0 0 1 1 0 0 0 1]","[1 1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 0 1 1 1 0 0 0
 0 1 1 1 0 0 1 1 1 0 0 1 1]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.67978933698266, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 1.7768146393577913e-07, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.04875241255142714, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 6, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 115, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 0.0038763338452469883, 'reg_lambda': 1.9213046313508225e-05, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.9805564342647934, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.84,0.8399999999999999,0.8397435897435898,0.6794871794871795,2
13,XGBClassifier,['mp_bin'],50,"[0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 0 1 0
 0 0 0 1 1 1 0 0 1 1 0 0 0]","[0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 0 1 1 0
 0 0 0 1 1 1 0 1 1 1 0 0 0]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.5659415399333989, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 4.342297987958157e-08, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.03665667226293222, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 12, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 98, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 4.193125353300712e-05, 'reg_lambda': 3.165780268476288e-08, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.776871280878421, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8,0.8000000000000002,0.7996794871794872,0.6,2
14,XGBClassifier,['mp_bin'],100,"[0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1
 0 0 1 0 0 0 1 1 1 0 0 0 0]","[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1
 0 1 1 0 0 0 1 1 1 0 0 0 0]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.6168998683441025, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 1.0170575935156927e-06, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1771997625230921, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 12, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 134, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 0.9846326668202421, 'reg_lambda': 4.237693659688924e-05, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.8678829992673955, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.84,0.8399999999999999,0.82174688057041,0.6491228070175439,2
15,XGBClassifier,['mp_bin'],150,"[0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0
 0 0 0 0 0 1 1 1 0 0 1 0 0]","[0 1 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0 1 1 1 1
 0 0 0 0 0 1 1 1 1 0 1 0 0]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.5346327250012879, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 7.703634348134911e-07, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.1114476136575806, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 7, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 126, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 1.6796053462741812e-05, 'reg_lambda': 1.9975023820179355e-08, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.7635766666592665, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.9,0.9,0.8966515088879703,0.7940691927512356,2
16,RandomForestClassifier,['mp_bin'],25,"[1 1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 0 0 0
 0 1 0 1 1 1 0 1 0 0 0 1 0]","[1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1
 0 1 0 1 1 1 1 1 1 0 0 1 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 13, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 261, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.68,0.68,0.6666666666666667,0.36,3
17,RandomForestClassifier,['mp_bin'],50,"[0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 0
 0 0 0 0 1 1 0 1 0 0 0 1 0]","[1 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 1 1 1 1 1 0
 0 1 0 0 1 1 1 1 0 0 1 1 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 149, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8,0.8000000000000002,0.8,0.6056782334384858,3
18,RandomForestClassifier,['mp_bin'],100,"[1 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1
 0 1 1 1 1 0 0 0 0 0 0 1 0]","[1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1
 0 1 1 1 1 0 0 0 0 0 0 1 0]","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 189, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.84,0.8399999999999999,0.8389694041867954,0.677938808373591,3
19,RandomForestClassifier,['mp_bin'],150,"[0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0
 0 1 1 1 0 0 0 0 0 0 1 1 1]","[0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0
 0 1 1 1 0 0 0 0 0 0 1 1 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 13, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 86, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.88,0.88,0.8799999999999999,0.7603833865814696,3
20,XGBClassifier,['mp_bin'],25,"[1 1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 0 0 0
 0 1 0 1 1 1 0 1 0 0 0 1 0]","[1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1
 0 1 0 0 1 1 1 1 1 0 0 1 1]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.7111420475581606, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 1.4237897986989244e-06, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.21694244458829845, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 5, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 62, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 2.389480611707782e-07, 'reg_lambda': 1.4850624590229241e-08, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.6442293566874224, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.66,0.66,0.6486151302190988,0.31999999999999995,3
21,XGBClassifier,['mp_bin'],50,"[0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 0
 0 0 0 0 1 1 0 1 0 0 0 1 0]","[1 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 1 1 1 1 1 0
 0 1 0 0 1 1 1 1 0 0 1 1 1]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.5733234341649153, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.00012230983750169527, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.01763160308982483, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 4, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 82, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 0.04640759771662494, 'reg_lambda': 3.858991857841111e-06, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.5135665339669886, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8,0.8000000000000002,0.8,0.6056782334384858,3
22,XGBClassifier,['mp_bin'],100,"[1 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1
 0 1 1 1 1 0 0 0 0 0 0 1 0]","[1 0 0 1 1 0 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1
 0 1 1 1 1 0 1 0 0 0 0 1 1]","{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.9842867130299099, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.594351265676013, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.2280618742170779, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 11, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 61, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 1.514642894758915e-08, 'reg_lambda': 0.13535704648500274, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.9761510559648265, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8,0.8000000000000002,0.7987117552334944,0.607535321821036,3
